Orthogroup	ostreococcus_tauri	arabidopsis_thaliana
OG0021265		
OG0021266		
OG0021267		
OG0021268		
OG0021269		
OG0021270		
OG0021271		
OG0021272		
OG0021273		
OG0021274		
OG0021275		
OG0021276		
OG0021277		
OG0021278		
OG0021279		
OG0021280		
OG0021281		
OG0021282		
OG0021283		
OG0021284		
OG0021285		
OG0021286		
OG0021287		
OG0021288		
OG0021289		
OG0021290		
OG0021291		
OG0021292		
OG0021293		
OG0021294		
OG0021295		
OG0021296		
OG0021297		
OG0021298		
OG0021299		
OG0021300		
OG0021301		
OG0021302		
OG0021303		
OG0021304		
OG0021305		
OG0021306		
OG0021307		
OG0021308		
OG0021309		
OG0021310		
OG0021311		
OG0021312		
OG0021313		
OG0021314		
OG0021315		
OG0021316		
OG0021317		
OG0021318		
OG0021319		
OG0021320		
OG0021321		
OG0021322		
OG0021323		
OG0021324		
OG0021325		
OG0021326		
OG0021327		
OG0021328		
OG0021329		
OG0021330		
OG0021331		
OG0021332		
OG0021333		
OG0021334		
OG0021335		
OG0021336		
OG0021337		
OG0021338		
OG0021339		
OG0021340		
OG0021341		
OG0021342		
OG0021343		
OG0021344		
OG0021345		
OG0021346		
OG0021347		
OG0021348		
OG0021349		
OG0021350		
OG0021351		
OG0021352		
OG0021353		
OG0021354		
OG0021355		
OG0021356		
OG0021357		
OG0021358		
OG0021359		
OG0021360		
OG0021361		
OG0021362		
OG0021363		
OG0021364		
OG0021365		
OG0021366		
OG0021367		
OG0021368		
OG0021369		
OG0021370		
OG0021371		
OG0021372		
OG0021373		
OG0021374		
OG0021375		
OG0021376		
OG0021377		
OG0021378		
OG0021379		
OG0021380		
OG0021381		
OG0021382		
OG0021383		
OG0021384		
OG0021385		
OG0021386		
OG0021387		
OG0021388		
OG0021389		
OG0021390		
OG0021391		
OG0021392		
OG0021393		
OG0021394		
OG0021395		
OG0021396		
OG0021397		
OG0021398		
OG0021399		
OG0021400		
OG0021401		
OG0021402		
OG0021403		
OG0021404		
OG0021405		
OG0021406		
OG0021407		
OG0021408		
OG0021409		
OG0021410		
OG0021411		
OG0021412		
OG0021413		
OG0021414		
OG0021415		
OG0021416		
OG0021417		
OG0021418		
OG0021419		
OG0021420		
OG0021421		
OG0021422		
OG0021423		
OG0021424		
OG0021425		
OG0021426		
OG0021427		
OG0021428		
OG0021429		
OG0021430		
OG0021431		
OG0021432		
OG0021433		
OG0021434		
OG0021435		
OG0021436		
OG0021437		
OG0021438		
OG0021439		
OG0021440		
OG0021441		
OG0021442		
OG0021443		
OG0021444		
OG0021445		
OG0021446		
OG0021447		
OG0021448		
OG0021449		
OG0021450		
OG0021451		
OG0021452		
OG0021453		
OG0021454		
OG0021455		
OG0021456		
OG0021457		
OG0021458		
OG0021459		
OG0021460		
OG0021461		
OG0021462		
OG0021463		
OG0021464		
OG0021465		
OG0021466		
OG0021467		
OG0021468		
OG0021469		
OG0021470		
OG0021471		
OG0021472		
OG0021473		
OG0021474		
OG0021475		
OG0021476		
OG0021477		
OG0021478		
OG0021479		
OG0021480		
OG0021481		
OG0021482		
OG0021483	ostta19g00480, ostta19g00500	
OG0021484		
OG0021485		
OG0021486		
OG0021487		
OG0021488		
OG0021489		
OG0021490		
OG0021491		
OG0021492		
OG0021493		
OG0021494		
OG0021495		
OG0021496		
OG0021497		
OG0021498		
OG0021499		
OG0021500		
OG0021501		
OG0021502		
OG0021503		
OG0021504		
OG0021505		
OG0021506		
OG0021507		
OG0021508		
OG0021509		
OG0021510		
OG0021511		
OG0021512		
OG0021513		
OG0021514		
OG0021515		
OG0021516		
OG0021517		
OG0021518		
OG0021519		
OG0021520		
OG0021521		
OG0021522		
OG0021523		
OG0021524		
OG0021525		
OG0021526		
OG0021527		
OG0021528		
OG0021529		
OG0021530		
OG0021531		
OG0021532		
OG0021533		
OG0021534		
OG0021535		
OG0021536		
OG0021537		
OG0021538		
OG0021539		
OG0021540		
OG0021541		
OG0021542		
OG0021543		
OG0021544		
OG0021545		
OG0021546		
OG0021547		
OG0021548		
OG0021549		
OG0021550		
OG0021551		
OG0021552		
OG0021553		
OG0021554		
OG0021555		
OG0021556		
OG0021557		
OG0021558		
OG0021559		
OG0021560		
OG0021561		
OG0021562		
OG0021563		
OG0021564		
OG0021565		
OG0021566		
OG0021567		
OG0021568		
OG0021569		
OG0021570		
OG0021571		
OG0021572		
OG0021573		
OG0021574		
OG0021575		
OG0021576		
OG0021577		
OG0021578		
OG0021579		
OG0021580		
OG0021581		
OG0021582		
OG0021583		
OG0021584		
OG0021585		
OG0021586		
OG0021587		
OG0021588		
OG0021589		
OG0021590		
OG0021591		
OG0021592		
OG0021593		
OG0021594		
OG0021595		
OG0021596		
OG0021597		
OG0021598		
OG0021599		
OG0021600		
OG0021601		
OG0021602		
OG0021603		
OG0021604		
OG0021605		
OG0021606		
OG0021607		
OG0021608		
OG0021609		
OG0021610		
OG0021611		
OG0021612		
OG0021613		
OG0021614		
OG0021615		
OG0021616		
OG0021617		
OG0021618		
OG0021619		
OG0021620		
OG0021621		
OG0021622		
OG0021623		
OG0021624		
OG0021625		
OG0021626		
OG0021627		
OG0021628		
OG0021629		
OG0021630		
OG0021631		
OG0021632		
OG0021633		
OG0021634		
OG0021635		
OG0021636		
OG0021637		
OG0021638		
OG0021639		
OG0021640		
OG0021641		
OG0021642		
OG0021643		
OG0021644		
OG0021645		
OG0021646		
OG0021647		
OG0021648		
OG0021649		
OG0021650		
OG0021651		
OG0021652		
OG0021653		
OG0021654		
OG0021655		
OG0021656		
OG0021657		
OG0021658		
OG0021659		
OG0021660		
OG0021661		
OG0021662		
OG0021663		
OG0021664		
OG0021665		
OG0021666		
OG0021667		
OG0021668		
OG0021669		
OG0021670		
OG0021671		
OG0021672		
OG0021673		
OG0021674		
OG0021675		
OG0021676		
OG0021677		
OG0021678		
OG0021679		
OG0021680		
OG0021681		
OG0021682		
OG0021683		
OG0021684		
OG0021685		
OG0021686		
OG0021687		
OG0021688		
OG0021689		
OG0021690		
OG0021691		
OG0021692		
OG0021693		
OG0021694		
OG0021695		
OG0021696		
OG0021697		
OG0021698		
OG0021699		
OG0021700		
OG0021701		
OG0021702		
OG0021703		
OG0021704		
OG0021705		
OG0021706		
OG0021707		
OG0021708		
OG0021709		
OG0021710		
OG0021711		
OG0021712		
OG0021713		
OG0021714		
OG0021715		
OG0021716		
OG0021717		
OG0021718		
OG0021719		
OG0021720		
OG0021721		
OG0021722		
OG0021723		
OG0021724		
OG0021725		
OG0021726		
OG0021727		
OG0021728		
OG0021729		
OG0021730		
OG0021731		
OG0021732		
OG0021733		
OG0021734		
OG0021735		
OG0021736		
OG0021737		
OG0021738		
OG0021739		
OG0021740		
OG0021741		
OG0021742		
OG0021743		
OG0021744	ostta19g00600	
OG0021745		
OG0021746		
OG0021747		
OG0021748		
OG0021749		
OG0021750		
OG0021751		
OG0021752		
OG0021753		
OG0021754		
OG0021755		
OG0021756		
OG0021757		
OG0021758		
OG0021759		
OG0021760		
OG0021761		
OG0021762		
OG0021763		
OG0021764		
OG0021765		
OG0021766		
OG0021767		
OG0021768		
OG0021769		
OG0021770		
OG0021771		
OG0021772		
OG0021773		
OG0021774		
OG0021775		
OG0021776		
OG0021777		
OG0021778		
OG0021779		
OG0021780		
OG0021781		
OG0021782		
OG0021783		
OG0021784		
OG0021785		
OG0021786		
OG0021787		
OG0021788		
OG0021789		
OG0021790		
OG0021791		
OG0021792		
OG0021793		
OG0021794		
OG0021795		
OG0021796		
OG0021797		
OG0021798		
OG0021799		
OG0021800		
OG0021801		
OG0021802		
OG0021803		
OG0021804		
OG0021805		
OG0021806		
OG0021807		
OG0021808		
OG0021809		
OG0021810		
OG0021811		
OG0021812		
OG0021813		
OG0021814		
OG0021815		
OG0021816		
OG0021817		
OG0021818		
OG0021819		
OG0021820		
OG0021821		
OG0021822		
OG0021823		
OG0021824		
OG0021825		
OG0021826		
OG0021827		
OG0021828		
OG0021829		
OG0021830		
OG0021831		
OG0021832		
OG0021833		
OG0021834		
OG0021835		
OG0021836		
OG0021837		
OG0021838		
OG0021839		
OG0021840		
OG0021841		
OG0021842		
OG0021843		
OG0021844		
OG0021845		
OG0021846		
OG0021847		
OG0021848		
OG0021849		
OG0021850		
OG0021851		
OG0021852		
OG0021853		
OG0021854		
OG0021855		
OG0021856		
OG0021857		
OG0021858		
OG0021859		
OG0021860		
OG0021861		
OG0021862		
OG0021863		
OG0021864		
OG0021865		
OG0021866		
OG0021867		
OG0021868		
OG0021869		
OG0021870		
OG0021871		
OG0021872		
OG0021873		
OG0021874		
OG0021875		
OG0021876		
OG0021877		
OG0021878		
OG0021879		
OG0021880		
OG0021881		
OG0021882		
OG0021883		
OG0021884	ostta02g00190	
OG0021885		
OG0021886		
OG0021887		
OG0021888		
OG0021889		
OG0021890		
OG0021891		
OG0021892		
OG0021893		
OG0021894		
OG0021895		
OG0021896		
OG0021897		
OG0021898		
OG0021899		
OG0021900		
OG0021901		
OG0021902	ostta03g05800	
OG0021903		
OG0021904		
OG0021905		
OG0021906		
OG0021907		
OG0021908		
OG0021909		
OG0021910		
OG0021911		
OG0021912		
OG0021913		
OG0021914		
OG0021915		
OG0021916		
OG0021917		
OG0021918		
OG0021919		
OG0021920		
OG0021921		
OG0021922		
OG0021923		
OG0021924		
OG0021925		
OG0021926		
OG0021927		
OG0021928		
OG0021929		
OG0021930		
OG0021931		
OG0021932		
OG0021933		
OG0021934		
OG0021935		
OG0021936		
OG0021937		
OG0021938		
OG0021939		
OG0021940		
OG0021941		
OG0021942		
OG0021943		
OG0021944		
OG0021945		
OG0021946		
OG0021947		
OG0021948		
OG0021949		
OG0021950		
OG0021951		
OG0021952		
OG0021953		
OG0021954		
OG0021955		
OG0021956		
OG0021957		
OG0021958		
OG0021959		
OG0021960		
OG0021961		
OG0021962		
OG0021963		
OG0021964		
OG0021965		
OG0021966		
OG0021967		
OG0021968		
OG0021969		
OG0021970		
OG0021971		
OG0021972		
OG0021973		
OG0021974		
OG0021975		
OG0021976		
OG0021977		
OG0021978		
OG0021979		
OG0021980		
OG0021981		
OG0021982		
OG0021983		
OG0021984		
OG0021985		
OG0021986		
OG0021987		
OG0021988		
OG0021989		
OG0021990		
OG0021991		
OG0021992		
OG0021993		
OG0021994		
OG0021995		
OG0021996		
OG0021997		
OG0021998		
OG0021999		
OG0022000		
OG0022001		
OG0022002		
OG0022003		
OG0022004		
OG0022005		
OG0022006		
OG0022007		
OG0022008		
OG0022009		
OG0022010		
OG0022011		
OG0022012		
OG0022013		
OG0022014		
OG0022015		
OG0022016		
OG0022017		
OG0022018		
OG0022019		
OG0022020		
OG0022021		
OG0022022		
OG0022023		
OG0022024		
OG0022025		
OG0022026		
OG0022027		
OG0022028		
OG0022029		
OG0022030		
OG0022031		
OG0022032		
OG0022033		
OG0022034		
OG0022035		
OG0022036		
OG0022037		
OG0022038		
OG0022039		
OG0022040		
OG0022041		
OG0022042		
OG0022043		
OG0022044		
OG0022045		
OG0022046		
OG0022047		
OG0022048		
OG0022049		
OG0022050		
OG0022051		
OG0022052		
OG0022053		
OG0022054		
OG0022055		
OG0022056		
OG0022057		
OG0022058		
OG0022059		
OG0022060		
OG0022061		
OG0022062		
OG0022063	ostta02g03850, ostta15g01490, ostta16g02700, ostta17g02330, ostta19g00290	
OG0022064	ostta07g01920, ostta19g00470	
OG0022065		
OG0022066		
OG0022067		
OG0022068		
OG0022069		
OG0022070		
OG0022071		
OG0022072		
OG0022073		
OG0022074		
OG0022075		
OG0022076		
OG0022077		
OG0022078		
OG0022079		
OG0022080		
OG0022081		
OG0022082		
OG0022083		
OG0022084		
OG0022085		
OG0022086		
OG0022087		
OG0022088		
OG0022089		
OG0022090		
OG0022091		
OG0022092		
OG0022093		
OG0022094		
OG0022095		
OG0022096		
OG0022097		
OG0022098		
OG0022099		
OG0022100		
OG0022101		
OG0022102		
OG0022103		
OG0022104		
OG0022105		
OG0022106		
OG0022107		
OG0022108		
OG0022109		
OG0022110		
OG0022111		
OG0022112		
OG0022113		
OG0022114		
OG0022115		
OG0022116		
OG0022117		
OG0022118		
OG0022119		
OG0022120		
OG0022121		
OG0022122		
OG0022123		
OG0022124		
OG0022125		
OG0022126		
OG0022127		
OG0022128		
OG0022129		
OG0022130		
OG0022131		
OG0022132		
OG0022133		
OG0022134		
OG0022135		
OG0022136		
OG0022137		
OG0022138		
OG0022139		
OG0022140		
OG0022141		
OG0022142		
OG0022143		
OG0022144		
OG0022145		
OG0022146		
OG0022147		
OG0022148		
OG0022149		
OG0022150		
OG0022151		
OG0022152		
OG0022153		
OG0022154		
OG0022155		
OG0022156		
OG0022157		
OG0022158		
OG0022159		
OG0022160		
OG0022161		
OG0022162		
OG0022163		
OG0022164		
OG0022165		
OG0022166		
OG0022167		
OG0022168		
OG0022169		
OG0022170		
OG0022171		
OG0022172		
OG0022173		
OG0022174		
OG0022175		
OG0022176		
OG0022177		
OG0022178		
OG0022179		
OG0022180		
OG0022181		
OG0022182		
OG0022183		
OG0022184		
OG0022185		
OG0022186		
OG0022187		
OG0022188		
OG0022189		
OG0022190		
OG0022191		
OG0022192		
OG0022193		
OG0022194		
OG0022195		
OG0022196		
OG0022197		
OG0022198		
OG0022199		
OG0022200		
OG0022201		
OG0022202		
OG0022203		
OG0022204		
OG0022205		
OG0022206		
OG0022207		
OG0022208		
OG0022209		
OG0022210		
OG0022211		
OG0022212		
OG0022213		
OG0022214		
OG0022215		
OG0022216		
OG0022217		
OG0022218		
OG0022219		
OG0022220		
OG0022221		
OG0022222		
OG0022223		
OG0022224		
OG0022225		
OG0022226		
OG0022227		
OG0022228		
OG0022229		
OG0022230		
OG0022231		
OG0022232		
OG0022233		
OG0022234		
OG0022235		
OG0022236		
OG0022237		
OG0022238		
OG0022239		
OG0022240		
OG0022241		
OG0022242		
OG0022243		
OG0022244		
OG0022245		
OG0022246		
OG0022247		
OG0022248		
OG0022249		
OG0022250		
OG0022251		
OG0022252		
OG0022253		
OG0022254		
OG0022255		
OG0022256		
OG0022257		
OG0022258		
OG0022259		
OG0022260		
OG0022261		
OG0022262		
OG0022263		
OG0022264		
OG0022265		
OG0022266		
OG0022267		
OG0022268		
OG0022269		
OG0022270		
OG0022271		
OG0022272		
OG0022273		
OG0022274		
OG0022275		
OG0022276		
OG0022277		
OG0022278		
OG0022279		
OG0022280		
OG0022281		
OG0022282		
OG0022283		
OG0022284		
OG0022285		
OG0022286		
OG0022287		
OG0022288		
OG0022289		
OG0022290		
OG0022291		
OG0022292		
OG0022293		
OG0022294		
OG0022295		
OG0022296		
OG0022297		
OG0022298		
OG0022299		
OG0022300		
OG0022301		
OG0022302		
OG0022303		
OG0022304		
OG0022305		
OG0022306		
OG0022307		
OG0022308		
OG0022309		
OG0022310		
OG0022311		
OG0022312		
OG0022313		
OG0022314		
OG0022315		
OG0022316		
OG0022317		
OG0022318		
OG0022319		
OG0022320		
OG0022321		
OG0022322		
OG0022323		
OG0022324		
OG0022325		
OG0022326		
OG0022327		
OG0022328		
OG0022329		
OG0022330		
OG0022331		
OG0022332		
OG0022333		
OG0022334		
OG0022335		
OG0022336		
OG0022337		
OG0022338		
OG0022339		
OG0022340		
OG0022341		
OG0022342		
OG0022343		
OG0022344		
OG0022345		
OG0022346		
OG0022347		
OG0022348		
OG0022349		
OG0022350		
OG0022351		
OG0022352		
OG0022353		
OG0022354		
OG0022355		
OG0022356		
OG0022357		
OG0022358		
OG0022359		
OG0022360		
OG0022361		
OG0022362		
OG0022363		
OG0022364		
OG0022365		
OG0022366		
OG0022367		
OG0022368		
OG0022369		
OG0022370		
OG0022371		
OG0022372		
OG0022373		
OG0022374		
OG0022375		
OG0022376		
OG0022377		
OG0022378		
OG0022379		
OG0022380		
OG0022381		
OG0022382		
OG0022383		
OG0022384		
OG0022385		
OG0022386		
OG0022387		
OG0022388		
OG0022389		
OG0022390		
OG0022391		
OG0022392		
OG0022393		
OG0022394		
OG0022395		
OG0022396		
OG0022397		
OG0022398		
OG0022399		
OG0022400		
OG0022401		
OG0022402		
OG0022403		
OG0022404		
OG0022405		
OG0022406		
OG0022407		
OG0022408		
OG0022409		
OG0022410		
OG0022411		
OG0022412		
OG0022413		
OG0022414		
OG0022415		
OG0022416		
OG0022417		
OG0022418		
OG0022419		
OG0022420		
OG0022421		
OG0022422		
OG0022423		
OG0022424		
OG0022425		
OG0022426		
OG0022427		
OG0022428		
OG0022429		
OG0022430		
OG0022431		
OG0022432		
OG0022433		
OG0022434		
OG0022435		
OG0022436		
OG0022437		
OG0022438		
OG0022439		
OG0022440		
OG0022441		
OG0022442		
OG0022443		
OG0022444		
OG0022445		
OG0022446		
OG0022447		
OG0022448		
OG0022449		
OG0022450		
OG0022451		
OG0022452		
OG0022453		
OG0022454		
OG0022455		
OG0022456		
OG0022457		
OG0022458		
OG0022459		
OG0022460		
OG0022461		
OG0022462		
OG0022463		
OG0022464		
OG0022465		
OG0022466		
OG0022467		
OG0022468		
OG0022469		
OG0022470		
OG0022471		
OG0022472		
OG0022473		
OG0022474		
OG0022475		
OG0022476		
OG0022477		
OG0022478		
OG0022479		
OG0022480		
OG0022481		
OG0022482		
OG0022483		
OG0022484		
OG0022485		
OG0022486		
OG0022487		
OG0022488		
OG0022489		
OG0022490		
OG0022491		
OG0022492		
OG0022493		
OG0022494		
OG0022495		
OG0022496		
OG0022497		
OG0022498		
OG0022499		
OG0022500		
OG0022501		
OG0022502		
OG0022503		
OG0022504		
OG0022505		
OG0022506		
OG0022507		
OG0022508		
OG0022509		
OG0022510		
OG0022511		
OG0022512		
OG0022513		
OG0022514		
OG0022515		
OG0022516		
OG0022517		
OG0022518		
OG0022519		
OG0022520		
OG0022521		
OG0022522		
OG0022523		
OG0022524		
OG0022525		
OG0022526		
OG0022527		
OG0022528		
OG0022529		
OG0022530		
OG0022531		
OG0022532		
OG0022533		
OG0022534		
OG0022535		
OG0022536		
OG0022537		
OG0022538		
OG0022539		
OG0022540		
OG0022541		
OG0022542		
OG0022543		
OG0022544		
OG0022545		
OG0022546		
OG0022547		
OG0022548		
OG0022549		
OG0022550		
OG0022551		
OG0022552		
OG0022553		
OG0022554		
OG0022555		
OG0022556		
OG0022557		
OG0022558		
OG0022559		
OG0022560		
OG0022561		
OG0022562		
OG0022563		
OG0022564		
OG0022565		
OG0022566		
OG0022567		
OG0022568		
OG0022569		
OG0022570		
OG0022571		
OG0022572		
OG0022573		
OG0022574		
OG0022575		
OG0022576		
OG0022577		
OG0022578		
OG0022579		
OG0022580		
OG0022581		
OG0022582		
OG0022583		
OG0022584		
OG0022585		
OG0022586		
OG0022587		
OG0022588		
OG0022589		
OG0022590		
OG0022591		
OG0022592		
OG0022593		
OG0022594		
OG0022595		
OG0022596		
OG0022597		
OG0022598		
OG0022599		
OG0022600		
OG0022601		
OG0022602		
OG0022603		
OG0022604		
OG0022605		
OG0022606		
OG0022607		
OG0022608		
OG0022609		
OG0022610		
OG0022611		
OG0022612		
OG0022613		
OG0022614		
OG0022615		
OG0022616		
OG0022617		
OG0022618		
OG0022619		
OG0022620		
OG0022621		
OG0022622		
OG0022623		
OG0022624		
OG0022625		
OG0022626		
OG0022627		
OG0022628		
OG0022629		
OG0022630		
OG0022631		
OG0022632		
OG0022633		
OG0022634		
OG0022635		
OG0022636		
OG0022637		
OG0022638		
OG0022639		
OG0022640		
OG0022641		
OG0022642		
OG0022643		
OG0022644		
OG0022645		
OG0022646		
OG0022647		
OG0022648		
OG0022649		
OG0022650		
OG0022651		
OG0022652		
OG0022653		
OG0022654		
OG0022655		
OG0022656		
OG0022657		
OG0022658		
OG0022659		
OG0022660		
OG0022661		
OG0022662		
OG0022663		
OG0022664		
OG0022665		
OG0022666		
OG0022667		
OG0022668		
OG0022669		
OG0022670		
OG0022671		
OG0022672		
OG0022673		
OG0022674		
OG0022675		
OG0022676		
OG0022677		
OG0022678		
OG0022679		
OG0022680		
OG0022681		
OG0022682		
OG0022683		
OG0022684		
OG0022685		
OG0022686		
OG0022687		
OG0022688		
OG0022689		
OG0022690		
OG0022691		
OG0022692		
OG0022693		
OG0022694		
OG0022695		
OG0022696		
OG0022697		
OG0022698		
OG0022699		
OG0022700		
OG0022701		
OG0022702		
OG0022703		
OG0022704		
OG0022705		
OG0022706		
OG0022707		
OG0022708		
OG0022709		
OG0022710		
OG0022711		
OG0022712		
OG0022713		
OG0022714		
OG0022715		
OG0022716		
OG0022717		
OG0022718		
OG0022719		
OG0022720		
OG0022721		
OG0022722		
OG0022723		
OG0022724		
OG0022725		
OG0022726		
OG0022727		
OG0022728		
OG0022729		
OG0022730		
OG0022731		
OG0022732		
OG0022733		
OG0022734		
OG0022735		
OG0022736		
OG0022737		
OG0022738		
OG0022739		
OG0022740		
OG0022741		
OG0022742		
OG0022743		
OG0022744		
OG0022745		
OG0022746		
OG0022747		
OG0022748		
OG0022749		
OG0022750		
OG0022751		
OG0022752		
OG0022753		
OG0022754		
OG0022755		
OG0022756		
OG0022757		
OG0022758		
OG0022759		
OG0022760		
OG0022761		
OG0022762		
OG0022763		
OG0022764		
OG0022765		
OG0022766		
OG0022767		
OG0022768		
OG0022769		
OG0022770		
OG0022771		
OG0022772		
OG0022773		
OG0022774		
OG0022775		
OG0022776		
OG0022777		
OG0022778		
OG0022779		
OG0022780		
OG0022781		
OG0022782		
OG0022783		
OG0022784		
OG0022785		
OG0022786		
OG0022787		
OG0022788		
OG0022789		
OG0022790		
OG0022791		
OG0022792		
OG0022793		
OG0022794		
OG0022795		
OG0022796		
OG0022797		
OG0022798		
OG0022799		
OG0022800		
OG0022801		
OG0022802		
OG0022803		
OG0022804		
OG0022805		
OG0022806		
OG0022807		AT1G48620, AT3G18035
OG0022808		
OG0022809		
OG0022810		
OG0022811		
OG0022812		
OG0022813		
OG0022814		
OG0022815		
OG0022816		
OG0022817		
OG0022818		
OG0022819		
OG0022820		
OG0022821		AT4G15885
OG0022822		
OG0022823		
OG0022824		
OG0022825		
OG0022826		
OG0022827		
OG0022828		
OG0022829		
OG0022830		
OG0022831		
OG0022832		
OG0022833		
OG0022834		
OG0022835		
OG0022836		
OG0022837		
OG0022838		
OG0022839		
OG0022840		
OG0022841		
OG0022842		
OG0022843		
OG0022844		
OG0022845		
OG0022846		AT5G61412
OG0022847		
OG0022848		
OG0022849		
OG0022850		
OG0022851		
OG0022852		
OG0022853		
OG0022854		
OG0022855		
OG0022856		
OG0022857		
OG0022858		
OG0022859		
OG0022860		
OG0022861		
OG0022862		
OG0022863		
OG0022864		
OG0022865		
OG0022866		
OG0022867		
OG0022868		
OG0022869		
OG0022870		
OG0022871		
OG0022872		
OG0022873		
OG0022874		
OG0022875		
OG0022876		
OG0022877		
OG0022878		
OG0022879		
OG0022880		
OG0022881		
OG0022882		
OG0022883		
OG0022884		
OG0022885		
OG0022886		
OG0022887		
OG0022888		
OG0022889		
OG0022890		
OG0022891		
OG0022892		
OG0022893		
OG0022894		
OG0022895		
OG0022896		
OG0022897		
OG0022898		
OG0022899		
OG0022900		
OG0022901		
OG0022902		
OG0022903		
OG0022904		
OG0022905		
OG0022906		
OG0022907		
OG0022908		
OG0022909		
OG0022910		
OG0022911		
OG0022912		
OG0022913		
OG0022914		
OG0022915		
OG0022916		
OG0022917		
OG0022918		
OG0022919		
OG0022920		
OG0022921		
OG0022922		
OG0022923		
OG0022924		
OG0022925		
OG0022926		
OG0022927		
OG0022928		
OG0022929		
OG0022930		
OG0022931		
OG0022932		
OG0022933		
OG0022934		
OG0022935		
OG0022936		
OG0022937		
OG0022938		
OG0022939		
OG0022940		
OG0022941		
OG0022942		
OG0022943		
OG0022944		
OG0022945		
OG0022946		
OG0022947		
OG0022948		
OG0022949		
OG0022950		
OG0022951		
OG0022952		
OG0022953		
OG0022954		
OG0022955		
OG0022956		
OG0022957		
OG0022958		
OG0022959		
OG0022960		
OG0022961		
OG0022962		
OG0022963		
OG0022964		AT3G28680
OG0022965		
OG0022966		
OG0022967		
OG0022968		
OG0022969		
OG0022970		
OG0022971		
OG0022972		
OG0022973		
OG0022974		
OG0022975		
OG0022976		
OG0022977		
OG0022978		
OG0022979		
OG0022980		
OG0022981		
OG0022982		
OG0022983		
OG0022984		
OG0022985		
OG0022986		
OG0022987		
OG0022988		AT4G30450
OG0022989		
OG0022990		
OG0022991		
OG0022992		
OG0022993		
OG0022994		
OG0022995		
OG0022996		
OG0022997		
OG0022998		
OG0022999		
OG0023000		
OG0023001		
OG0023002		
OG0023003		
OG0023004		
OG0023005		
OG0023006		
OG0023007		
OG0023008		
OG0023009		
OG0023010		
OG0023011		
OG0023012		
OG0023013		
OG0023014		
OG0023015		
OG0023016		
OG0023017		
OG0023018		
OG0023019		
OG0023020		
OG0023021		
OG0023022		
OG0023023		
OG0023024		
OG0023025		
OG0023026		
OG0023027		
